LENGTH_OF_TEXT,DOES_HAVE_SPAMMY_WORDS,DOES_HAVE_LINKS,CLASS_LABEL
107,FALSE,FALSE,ham
124,TRUE,FALSE,spam
33,FALSE,FALSE,ham
51,FALSE,FALSE,ham
696,FALSE,FALSE,ham
44,FALSE,FALSE,ham
95,FALSE,FALSE,ham
43,FALSE,FALSE,ham
82,FALSE,FALSE,ham
115,FALSE,FALSE,ham
30,FALSE,FALSE,ham
40,FALSE,FALSE,ham
31,FALSE,FALSE,ham
96,FALSE,FALSE,ham
159,FALSE,FALSE,spam
143,FALSE,FALSE,ham
156,FALSE,FALSE,ham
153,TRUE,FALSE,spam
72,FALSE,FALSE,ham
86,FALSE,FALSE,ham
144,FALSE,FALSE,spam
157,FALSE,FALSE,spam
53,FALSE,FALSE,ham
156,FALSE,FALSE,spam
52,FALSE,FALSE,ham
40,FALSE,FALSE,ham
20,FALSE,FALSE,ham
244,FALSE,FALSE,ham
22,FALSE,FALSE,ham
107,FALSE,FALSE,ham
28,FALSE,FALSE,ham
9,FALSE,FALSE,ham
39,FALSE,FALSE,ham
25,FALSE,FALSE,ham
126,FALSE,FALSE,spam
162,FALSE,FALSE,spam
38,FALSE,TRUE,ham
34,FALSE,FALSE,ham
46,FALSE,FALSE,ham
155,TRUE,FALSE,spam
86,FALSE,FALSE,ham
33,FALSE,FALSE,ham
27,FALSE,FALSE,ham
156,FALSE,FALSE,ham
42,FALSE,FALSE,ham
25,FALSE,FALSE,ham
48,FALSE,FALSE,ham
159,TRUE,FALSE,spam
84,FALSE,FALSE,ham
33,FALSE,FALSE,ham
30,FALSE,FALSE,ham
45,FALSE,FALSE,ham
59,FALSE,FALSE,ham
25,FALSE,FALSE,ham
160,FALSE,FALSE,ham
384,FALSE,FALSE,ham
28,FALSE,FALSE,ham
27,FALSE,FALSE,ham
157,FALSE,FALSE,ham
124,FALSE,FALSE,spam
146,TRUE,FALSE,spam
115,FALSE,FALSE,ham
64,FALSE,FALSE,ham
85,FALSE,FALSE,ham
152,FALSE,TRUE,spam
155,FALSE,FALSE,spam
51,FALSE,FALSE,ham
157,FALSE,FALSE,spam
74,FALSE,FALSE,ham
67,FALSE,FALSE,ham
59,FALSE,FALSE,ham
50,FALSE,FALSE,ham
94,TRUE,FALSE,ham
33,FALSE,FALSE,ham
105,FALSE,FALSE,ham
61,FALSE,FALSE,ham
65,FALSE,FALSE,ham
26,FALSE,FALSE,ham
146,TRUE,FALSE,ham
66,FALSE,FALSE,ham
126,TRUE,FALSE,ham
159,FALSE,FALSE,ham
23,FALSE,FALSE,ham
65,FALSE,FALSE,ham
24,FALSE,FALSE,ham
26,FALSE,FALSE,ham
152,FALSE,FALSE,ham
34,FALSE,FALSE,ham
149,TRUE,FALSE,spam
55,FALSE,FALSE,ham
88,FALSE,FALSE,ham
72,FALSE,TRUE,spam
185,FALSE,FALSE,ham
37,FALSE,FALSE,ham
111,FALSE,FALSE,ham
92,FALSE,FALSE,ham
28,FALSE,FALSE,ham
28,FALSE,FALSE,ham
64,FALSE,FALSE,ham
131,FALSE,FALSE,ham
40,FALSE,FALSE,ham
28,FALSE,FALSE,ham
84,FALSE,FALSE,ham
174,FALSE,FALSE,ham
24,FALSE,FALSE,ham
25,FALSE,FALSE,ham
64,FALSE,FALSE,ham
156,FALSE,FALSE,ham
28,FALSE,FALSE,ham
86,FALSE,FALSE,ham
39,FALSE,FALSE,ham
73,FALSE,FALSE,ham
26,FALSE,FALSE,ham
23,FALSE,FALSE,ham
24,FALSE,FALSE,ham
31,FALSE,FALSE,ham
58,FALSE,FALSE,ham
48,FALSE,FALSE,ham
41,FALSE,FALSE,ham
32,FALSE,FALSE,ham
159,FALSE,FALSE,ham
25,FALSE,FALSE,ham
161,FALSE,FALSE,ham
22,FALSE,FALSE,ham
119,FALSE,FALSE,ham
143,FALSE,TRUE,spam
69,FALSE,FALSE,ham
137,TRUE,FALSE,spam
30,FALSE,FALSE,ham
165,FALSE,FALSE,ham
34,FALSE,FALSE,ham
109,FALSE,FALSE,ham
37,FALSE,FALSE,ham
33,FALSE,FALSE,ham
48,FALSE,FALSE,ham
157,FALSE,FALSE,spam
50,FALSE,FALSE,ham
65,FALSE,FALSE,ham
38,FALSE,FALSE,ham
145,FALSE,FALSE,ham
145,FALSE,FALSE,spam
51,FALSE,FALSE,ham
45,FALSE,FALSE,ham
83,FALSE,FALSE,ham
155,FALSE,FALSE,ham
37,FALSE,FALSE,ham
78,FALSE,FALSE,ham
30,FALSE,FALSE,ham
31,FALSE,FALSE,ham
146,FALSE,FALSE,ham
150,TRUE,TRUE,spam
44,FALSE,FALSE,ham
179,FALSE,FALSE,ham
27,FALSE,FALSE,ham
179,FALSE,FALSE,ham
38,FALSE,FALSE,ham
97,FALSE,FALSE,ham
43,FALSE,FALSE,ham
36,FALSE,FALSE,ham
154,FALSE,FALSE,spam
74,FALSE,FALSE,ham
3,FALSE,FALSE,ham
85,FALSE,FALSE,ham
51,FALSE,FALSE,ham
121,FALSE,FALSE,spam
26,FALSE,FALSE,ham
35,FALSE,FALSE,ham
47,FALSE,FALSE,ham
159,TRUE,TRUE,spam
47,FALSE,FALSE,ham
133,TRUE,FALSE,spam
53,FALSE,FALSE,ham
147,FALSE,FALSE,ham
155,FALSE,TRUE,spam
37,FALSE,FALSE,ham
31,FALSE,FALSE,ham
8,FALSE,FALSE,ham
38,FALSE,FALSE,ham
30,FALSE,FALSE,ham
47,FALSE,FALSE,ham
56,FALSE,FALSE,ham
22,FALSE,FALSE,ham
19,FALSE,FALSE,ham
29,FALSE,FALSE,ham
7,FALSE,FALSE,ham
121,FALSE,FALSE,ham
58,FALSE,FALSE,ham
4,FALSE,FALSE,ham
148,FALSE,FALSE,ham
160,FALSE,FALSE,ham
152,FALSE,FALSE,ham
37,FALSE,FALSE,ham
55,FALSE,FALSE,ham
21,FALSE,FALSE,ham
22,FALSE,FALSE,ham
50,FALSE,FALSE,ham
159,TRUE,FALSE,spam
67,FALSE,FALSE,ham
153,FALSE,FALSE,ham
51,FALSE,FALSE,ham
67,FALSE,FALSE,ham
88,FALSE,FALSE,ham
157,FALSE,FALSE,ham
91,FALSE,FALSE,ham
24,FALSE,FALSE,ham
146,FALSE,TRUE,spam
57,FALSE,FALSE,ham
26,FALSE,FALSE,ham
71,FALSE,FALSE,ham
138,FALSE,FALSE,spam
55,FALSE,FALSE,ham
156,FALSE,FALSE,ham
134,TRUE,FALSE,spam
119,FALSE,FALSE,ham
142,FALSE,FALSE,ham
41,FALSE,FALSE,ham
26,FALSE,FALSE,ham
119,FALSE,FALSE,ham
46,FALSE,FALSE,ham
157,TRUE,FALSE,spam
23,FALSE,FALSE,ham
51,FALSE,FALSE,ham
62,FALSE,FALSE,ham
107,FALSE,FALSE,ham
157,FALSE,FALSE,ham
30,FALSE,FALSE,ham
32,FALSE,FALSE,ham
31,FALSE,FALSE,ham
79,FALSE,FALSE,ham
32,FALSE,FALSE,ham
86,FALSE,FALSE,ham
22,FALSE,FALSE,ham
76,FALSE,FALSE,ham
128,FALSE,FALSE,spam
232,FALSE,FALSE,ham
159,FALSE,FALSE,spam
45,FALSE,FALSE,ham
57,FALSE,FALSE,ham
26,FALSE,FALSE,ham
22,FALSE,FALSE,ham
41,FALSE,FALSE,ham
28,FALSE,FALSE,ham
151,FALSE,FALSE,ham
29,FALSE,FALSE,ham
34,FALSE,FALSE,ham
52,FALSE,FALSE,ham
33,FALSE,FALSE,ham
85,FALSE,FALSE,ham
31,FALSE,FALSE,ham
111,FALSE,TRUE,spam
78,FALSE,FALSE,ham
50,FALSE,FALSE,ham
63,FALSE,FALSE,ham
148,FALSE,FALSE,ham
129,FALSE,FALSE,ham
45,FALSE,FALSE,ham
202,FALSE,FALSE,ham
150,TRUE,TRUE,spam
148,FALSE,FALSE,spam
168,FALSE,FALSE,ham
85,FALSE,FALSE,ham
38,FALSE,FALSE,ham
15,FALSE,FALSE,ham
31,FALSE,FALSE,ham
88,FALSE,FALSE,ham
160,FALSE,FALSE,ham
50,FALSE,FALSE,ham
165,TRUE,FALSE,spam
129,FALSE,TRUE,spam
26,FALSE,FALSE,ham
31,FALSE,FALSE,ham
129,FALSE,FALSE,ham
34,FALSE,FALSE,ham
54,FALSE,FALSE,ham
162,FALSE,FALSE,ham
157,FALSE,FALSE,spam
23,FALSE,FALSE,ham
53,FALSE,FALSE,ham
131,FALSE,FALSE,ham
36,FALSE,FALSE,ham
143,FALSE,FALSE,ham
300,FALSE,FALSE,ham
59,FALSE,FALSE,ham
42,FALSE,FALSE,ham
41,FALSE,FALSE,ham
149,TRUE,FALSE,spam
22,FALSE,FALSE,ham
31,FALSE,FALSE,ham
30,FALSE,FALSE,ham
155,TRUE,FALSE,spam
47,FALSE,FALSE,ham
25,FALSE,FALSE,ham
80,FALSE,FALSE,ham
22,FALSE,FALSE,ham
115,FALSE,FALSE,ham
56,FALSE,FALSE,ham
102,FALSE,FALSE,ham
118,FALSE,FALSE,ham
221,FALSE,FALSE,ham
204,FALSE,FALSE,ham
114,FALSE,FALSE,ham
158,TRUE,FALSE,spam
39,FALSE,FALSE,ham
36,FALSE,FALSE,ham
48,FALSE,FALSE,ham
77,FALSE,FALSE,ham
60,FALSE,FALSE,ham
168,FALSE,FALSE,ham
51,FALSE,FALSE,ham
22,FALSE,FALSE,ham
152,FALSE,TRUE,ham
75,FALSE,FALSE,ham
30,FALSE,FALSE,ham
95,FALSE,FALSE,ham
24,FALSE,FALSE,ham
49,FALSE,FALSE,spam
35,FALSE,FALSE,ham
29,FALSE,FALSE,ham
107,TRUE,TRUE,spam
66,FALSE,FALSE,ham
159,FALSE,FALSE,spam
48,FALSE,FALSE,ham
162,FALSE,FALSE,spam
24,FALSE,FALSE,ham
137,FALSE,FALSE,spam
248,FALSE,FALSE,ham
25,FALSE,FALSE,ham
27,FALSE,FALSE,ham
37,FALSE,FALSE,ham
69,FALSE,FALSE,ham
150,FALSE,FALSE,ham
24,FALSE,FALSE,ham
80,FALSE,FALSE,ham
157,FALSE,FALSE,spam
25,FALSE,FALSE,ham
73,FALSE,FALSE,ham
89,FALSE,FALSE,ham
58,FALSE,FALSE,ham
36,FALSE,FALSE,ham
76,FALSE,FALSE,ham
47,FALSE,FALSE,ham
104,FALSE,FALSE,ham
38,FALSE,FALSE,ham
69,FALSE,FALSE,ham
22,FALSE,FALSE,ham
66,FALSE,FALSE,ham
94,FALSE,FALSE,ham
70,FALSE,FALSE,ham
73,FALSE,FALSE,ham
42,FALSE,FALSE,ham
17,FALSE,FALSE,ham
13,FALSE,FALSE,ham
45,FALSE,FALSE,ham
57,FALSE,FALSE,ham
105,FALSE,FALSE,ham
164,TRUE,FALSE,spam
47,FALSE,FALSE,ham
117,FALSE,FALSE,ham
158,FALSE,FALSE,ham
79,FALSE,FALSE,ham
142,FALSE,FALSE,ham
62,FALSE,FALSE,ham
71,FALSE,FALSE,ham
175,TRUE,FALSE,spam
29,FALSE,FALSE,ham
29,FALSE,FALSE,ham
148,FALSE,FALSE,ham
83,FALSE,FALSE,ham
37,FALSE,FALSE,ham
44,FALSE,FALSE,ham
45,FALSE,FALSE,ham
161,FALSE,FALSE,spam
50,FALSE,FALSE,ham
298,FALSE,FALSE,ham
159,FALSE,FALSE,spam
125,FALSE,FALSE,ham
51,FALSE,FALSE,ham
28,FALSE,FALSE,ham
34,FALSE,FALSE,ham
46,FALSE,FALSE,ham
81,FALSE,FALSE,ham
28,FALSE,FALSE,ham
90,FALSE,FALSE,ham
18,FALSE,FALSE,ham
54,FALSE,FALSE,ham
55,FALSE,FALSE,ham
45,FALSE,FALSE,ham
146,TRUE,TRUE,spam
40,FALSE,FALSE,ham
107,FALSE,FALSE,ham
50,FALSE,FALSE,ham
120,FALSE,FALSE,ham
160,TRUE,FALSE,spam
32,FALSE,FALSE,ham
34,FALSE,FALSE,ham
32,TRUE,FALSE,ham
16,FALSE,FALSE,ham
67,FALSE,FALSE,ham
55,FALSE,FALSE,ham
43,FALSE,FALSE,ham
23,FALSE,FALSE,ham
149,FALSE,FALSE,ham
21,FALSE,FALSE,ham
23,FALSE,FALSE,ham
40,FALSE,FALSE,ham
170,FALSE,FALSE,spam
117,FALSE,FALSE,ham
62,FALSE,FALSE,ham
166,FALSE,FALSE,ham
24,FALSE,FALSE,ham
136,FALSE,FALSE,ham
99,FALSE,FALSE,ham
45,FALSE,FALSE,ham
23,FALSE,FALSE,ham
25,FALSE,FALSE,ham
148,FALSE,FALSE,spam
26,FALSE,FALSE,ham
146,FALSE,FALSE,spam
89,FALSE,TRUE,spam
168,TRUE,FALSE,ham
117,FALSE,FALSE,ham
46,FALSE,FALSE,ham
26,FALSE,FALSE,ham
28,FALSE,FALSE,ham
32,FALSE,FALSE,ham
145,FALSE,FALSE,spam
57,FALSE,FALSE,ham
160,FALSE,FALSE,spam
42,FALSE,FALSE,ham
111,FALSE,FALSE,spam
36,FALSE,FALSE,ham
146,FALSE,FALSE,spam
50,FALSE,FALSE,ham
33,FALSE,FALSE,ham
15,FALSE,FALSE,ham
177,FALSE,FALSE,ham
160,FALSE,FALSE,ham
63,FALSE,FALSE,ham
84,FALSE,FALSE,ham
84,FALSE,FALSE,ham
57,FALSE,FALSE,ham
96,FALSE,TRUE,spam
169,FALSE,FALSE,ham
76,FALSE,FALSE,ham
47,FALSE,FALSE,ham
130,FALSE,FALSE,ham
23,FALSE,FALSE,ham
149,FALSE,FALSE,ham
32,FALSE,FALSE,ham
22,FALSE,FALSE,ham
101,FALSE,FALSE,ham
281,FALSE,FALSE,ham
54,FALSE,FALSE,ham
120,FALSE,FALSE,ham
138,FALSE,FALSE,ham
135,FALSE,FALSE,ham
66,FALSE,FALSE,ham
40,FALSE,FALSE,ham
40,FALSE,FALSE,ham
70,FALSE,FALSE,ham
160,FALSE,FALSE,ham
26,FALSE,FALSE,ham
32,FALSE,FALSE,ham
51,FALSE,FALSE,ham
160,FALSE,FALSE,spam
146,FALSE,FALSE,ham
103,TRUE,FALSE,ham
45,FALSE,FALSE,ham
142,FALSE,FALSE,ham
92,FALSE,FALSE,ham
26,FALSE,FALSE,ham
134,FALSE,FALSE,ham
37,FALSE,FALSE,ham
22,FALSE,FALSE,ham
22,FALSE,FALSE,ham
33,FALSE,FALSE,ham
69,FALSE,FALSE,spam
109,FALSE,FALSE,ham
36,FALSE,FALSE,ham
100,FALSE,FALSE,spam
140,FALSE,FALSE,ham
51,FALSE,FALSE,ham
46,FALSE,FALSE,ham
149,TRUE,FALSE,spam
63,FALSE,FALSE,ham
95,FALSE,FALSE,ham
69,FALSE,FALSE,ham
110,FALSE,FALSE,ham
53,FALSE,FALSE,ham
27,FALSE,FALSE,ham
34,FALSE,FALSE,ham
127,FALSE,TRUE,spam
142,FALSE,FALSE,spam
148,FALSE,FALSE,spam
24,FALSE,FALSE,ham
147,FALSE,FALSE,ham
24,FALSE,FALSE,ham
29,FALSE,FALSE,ham
86,TRUE,FALSE,spam
87,FALSE,FALSE,ham
38,FALSE,FALSE,ham
104,FALSE,FALSE,ham
59,FALSE,FALSE,ham
38,FALSE,FALSE,ham
38,FALSE,FALSE,ham
22,FALSE,FALSE,ham
25,FALSE,FALSE,ham
135,TRUE,FALSE,spam
87,FALSE,FALSE,ham
19,FALSE,FALSE,ham
66,FALSE,FALSE,ham
140,FALSE,FALSE,spam
156,FALSE,FALSE,ham
22,FALSE,FALSE,ham
107,FALSE,FALSE,ham
65,FALSE,FALSE,ham
147,FALSE,FALSE,ham
137,FALSE,FALSE,ham
25,FALSE,FALSE,ham
60,FALSE,FALSE,ham
103,FALSE,FALSE,ham
37,FALSE,FALSE,ham
58,FALSE,FALSE,ham
87,FALSE,FALSE,ham
58,FALSE,FALSE,ham
123,FALSE,FALSE,ham
67,FALSE,FALSE,ham
66,FALSE,FALSE,ham
102,FALSE,FALSE,ham
130,TRUE,TRUE,spam
150,FALSE,FALSE,spam
35,FALSE,FALSE,ham
8,FALSE,FALSE,ham
62,FALSE,FALSE,ham
58,FALSE,FALSE,ham
143,FALSE,TRUE,spam
20,FALSE,FALSE,ham
100,FALSE,FALSE,ham
51,FALSE,FALSE,ham
36,FALSE,FALSE,ham
53,FALSE,FALSE,ham
88,FALSE,FALSE,ham
133,FALSE,FALSE,ham
36,FALSE,FALSE,ham
37,FALSE,FALSE,ham
127,FALSE,FALSE,ham
92,FALSE,FALSE,ham
80,FALSE,FALSE,ham
136,FALSE,FALSE,spam
35,FALSE,FALSE,ham
97,FALSE,FALSE,spam
66,FALSE,FALSE,ham
119,FALSE,FALSE,ham
65,FALSE,FALSE,ham
26,FALSE,FALSE,ham
28,FALSE,FALSE,ham
45,FALSE,FALSE,ham
157,FALSE,FALSE,ham
36,FALSE,FALSE,ham
94,TRUE,TRUE,ham
59,FALSE,FALSE,spam
140,FALSE,FALSE,ham
22,FALSE,FALSE,ham
57,FALSE,FALSE,ham
43,FALSE,FALSE,ham
61,FALSE,FALSE,ham
56,FALSE,FALSE,ham
54,FALSE,FALSE,ham
37,FALSE,FALSE,ham
25,FALSE,FALSE,ham
21,FALSE,FALSE,ham
36,FALSE,FALSE,ham
42,FALSE,FALSE,spam
154,TRUE,FALSE,spam
153,FALSE,FALSE,ham
46,FALSE,FALSE,ham
34,FALSE,FALSE,ham
80,FALSE,FALSE,ham
69,FALSE,FALSE,ham
24,FALSE,FALSE,ham
108,FALSE,FALSE,ham
46,FALSE,FALSE,ham
30,FALSE,FALSE,ham
22,FALSE,FALSE,ham
158,FALSE,FALSE,spam
87,FALSE,FALSE,ham
30,FALSE,FALSE,ham
143,FALSE,FALSE,ham
169,FALSE,FALSE,ham
42,FALSE,FALSE,ham
111,FALSE,FALSE,spam
18,FALSE,FALSE,ham
109,FALSE,FALSE,ham
76,FALSE,FALSE,ham
73,FALSE,FALSE,ham
92,FALSE,FALSE,ham
36,FALSE,FALSE,ham
54,FALSE,FALSE,ham
78,FALSE,FALSE,ham
30,FALSE,FALSE,ham
40,FALSE,FALSE,ham
29,FALSE,FALSE,ham
22,FALSE,FALSE,ham
77,FALSE,FALSE,ham
109,FALSE,FALSE,ham
75,FALSE,FALSE,ham
76,FALSE,FALSE,ham
30,FALSE,FALSE,ham
49,FALSE,FALSE,ham
155,FALSE,TRUE,spam
160,TRUE,FALSE,spam
269,FALSE,FALSE,ham
195,FALSE,FALSE,ham
37,FALSE,FALSE,spam
125,FALSE,FALSE,ham
48,FALSE,FALSE,ham
39,FALSE,FALSE,ham
163,FALSE,FALSE,spam
121,FALSE,FALSE,ham
147,FALSE,FALSE,spam
162,FALSE,FALSE,ham
29,FALSE,FALSE,ham
38,FALSE,FALSE,ham
25,FALSE,FALSE,ham
40,FALSE,FALSE,ham
226,FALSE,FALSE,ham
70,FALSE,FALSE,ham
140,FALSE,FALSE,ham
47,FALSE,FALSE,ham
63,FALSE,FALSE,ham
17,FALSE,FALSE,ham
101,FALSE,FALSE,spam
41,FALSE,FALSE,ham
80,FALSE,FALSE,ham
137,FALSE,FALSE,ham
103,FALSE,FALSE,ham
29,FALSE,FALSE,ham
51,FALSE,FALSE,ham
149,FALSE,FALSE,spam
25,FALSE,FALSE,ham
149,FALSE,FALSE,ham
38,FALSE,FALSE,ham
62,FALSE,FALSE,ham
181,FALSE,FALSE,ham
34,TRUE,FALSE,ham
47,FALSE,FALSE,ham
40,FALSE,FALSE,ham
110,FALSE,FALSE,ham
132,FALSE,FALSE,spam
101,FALSE,FALSE,ham
42,FALSE,FALSE,ham
102,FALSE,FALSE,spam
65,FALSE,FALSE,spam
27,FALSE,FALSE,ham
31,FALSE,FALSE,ham
82,FALSE,FALSE,ham
23,FALSE,FALSE,ham
59,FALSE,FALSE,ham
133,FALSE,FALSE,ham
33,FALSE,FALSE,ham
95,FALSE,FALSE,ham
96,FALSE,FALSE,spam
135,FALSE,FALSE,ham
161,FALSE,FALSE,spam
151,FALSE,FALSE,ham
73,FALSE,FALSE,ham
151,FALSE,FALSE,spam
103,FALSE,FALSE,ham
22,FALSE,FALSE,ham
51,FALSE,FALSE,ham
137,FALSE,FALSE,ham
58,FALSE,FALSE,ham
89,FALSE,FALSE,ham
81,FALSE,FALSE,ham
57,FALSE,FALSE,ham
26,FALSE,FALSE,ham
32,FALSE,FALSE,ham
145,FALSE,FALSE,ham
120,FALSE,FALSE,ham
143,FALSE,FALSE,ham
23,FALSE,FALSE,ham
136,FALSE,FALSE,ham
94,FALSE,FALSE,ham
8,FALSE,FALSE,ham
99,TRUE,FALSE,spam
65,FALSE,FALSE,ham
71,FALSE,FALSE,ham
117,FALSE,FALSE,ham
129,FALSE,FALSE,spam
158,TRUE,FALSE,spam
28,FALSE,FALSE,ham
150,FALSE,FALSE,ham
31,FALSE,FALSE,ham
72,FALSE,FALSE,ham
70,FALSE,FALSE,ham
94,FALSE,FALSE,ham
48,FALSE,FALSE,ham
160,TRUE,FALSE,spam
96,FALSE,FALSE,ham
31,FALSE,FALSE,ham
41,FALSE,FALSE,ham
154,FALSE,FALSE,spam
71,FALSE,FALSE,ham
162,TRUE,TRUE,spam
143,TRUE,FALSE,spam
25,FALSE,FALSE,ham
22,FALSE,FALSE,ham
48,FALSE,FALSE,ham
33,FALSE,FALSE,ham
44,FALSE,FALSE,ham
47,FALSE,FALSE,ham
26,FALSE,FALSE,ham
112,FALSE,FALSE,ham
150,TRUE,TRUE,spam
19,FALSE,FALSE,ham
133,FALSE,FALSE,spam
48,FALSE,FALSE,ham
107,FALSE,FALSE,ham
38,FALSE,FALSE,ham
27,FALSE,FALSE,ham
127,FALSE,FALSE,ham
131,FALSE,FALSE,ham
23,FALSE,FALSE,ham
156,FALSE,TRUE,spam
161,FALSE,FALSE,spam
25,FALSE,FALSE,ham
42,FALSE,FALSE,ham
27,FALSE,FALSE,ham
22,FALSE,FALSE,ham
98,FALSE,FALSE,ham
89,FALSE,FALSE,ham
147,FALSE,FALSE,spam
130,FALSE,FALSE,ham
152,FALSE,TRUE,spam
215,FALSE,FALSE,ham
26,FALSE,FALSE,ham
66,FALSE,FALSE,ham
149,FALSE,FALSE,spam
372,FALSE,FALSE,ham
155,FALSE,FALSE,spam
162,FALSE,FALSE,spam
82,FALSE,FALSE,ham
73,FALSE,FALSE,ham
76,FALSE,FALSE,ham
153,FALSE,FALSE,spam
24,FALSE,FALSE,ham
231,FALSE,FALSE,ham
87,FALSE,FALSE,ham
72,FALSE,FALSE,ham
105,FALSE,FALSE,ham
160,FALSE,FALSE,spam
54,FALSE,FALSE,ham
58,FALSE,FALSE,ham
54,FALSE,FALSE,ham
116,FALSE,FALSE,ham
88,FALSE,FALSE,ham
144,FALSE,FALSE,spam
29,FALSE,FALSE,ham
136,FALSE,FALSE,ham
23,FALSE,FALSE,ham
39,FALSE,FALSE,ham
35,FALSE,FALSE,ham
24,FALSE,FALSE,ham
95,FALSE,FALSE,ham
73,FALSE,FALSE,ham
45,FALSE,FALSE,ham
161,FALSE,TRUE,spam
159,FALSE,FALSE,ham
149,FALSE,FALSE,spam
134,FALSE,FALSE,spam
154,TRUE,FALSE,spam
92,FALSE,FALSE,ham
102,FALSE,FALSE,ham
31,FALSE,FALSE,ham
77,FALSE,FALSE,ham
139,FALSE,FALSE,ham
158,FALSE,FALSE,spam
44,FALSE,FALSE,ham
137,FALSE,FALSE,spam
132,FALSE,FALSE,spam
143,FALSE,FALSE,spam
127,FALSE,TRUE,spam
276,FALSE,FALSE,ham
78,FALSE,FALSE,ham
27,FALSE,FALSE,ham
79,FALSE,FALSE,ham
24,FALSE,FALSE,ham
52,FALSE,FALSE,ham
68,FALSE,FALSE,ham
24,FALSE,FALSE,ham
44,FALSE,FALSE,ham
24,FALSE,FALSE,ham
55,FALSE,FALSE,ham
62,FALSE,FALSE,ham
104,FALSE,FALSE,ham
87,FALSE,FALSE,ham
148,FALSE,FALSE,ham
49,FALSE,FALSE,ham
154,FALSE,FALSE,ham
56,FALSE,FALSE,ham
124,TRUE,FALSE,spam
126,FALSE,FALSE,ham
43,FALSE,FALSE,ham
77,FALSE,FALSE,ham
49,FALSE,FALSE,ham
84,FALSE,FALSE,ham
49,FALSE,FALSE,ham
162,FALSE,FALSE,spam
79,FALSE,FALSE,ham
31,FALSE,FALSE,ham
155,FALSE,FALSE,spam
146,FALSE,FALSE,ham
23,FALSE,FALSE,ham
160,FALSE,FALSE,ham
62,FALSE,FALSE,ham
39,FALSE,FALSE,ham
67,FALSE,FALSE,ham
73,FALSE,FALSE,ham
148,FALSE,FALSE,ham
88,FALSE,FALSE,ham
37,FALSE,FALSE,ham
23,FALSE,FALSE,ham
56,FALSE,FALSE,ham
53,FALSE,FALSE,ham
73,FALSE,FALSE,ham
80,FALSE,TRUE,ham
44,FALSE,FALSE,ham
92,FALSE,FALSE,ham
35,FALSE,FALSE,ham
23,FALSE,FALSE,ham
140,TRUE,FALSE,spam
